filename,Descriptors__MaxAbsEStateIndex,Descriptors__MinAbsEStateIndex,Descriptors__MinEStateIndex,Descriptors__qed,Descriptors__SPS,Descriptors__MaxPartialCharge,Descriptors__MinPartialCharge,Descriptors__BCUT2D_MWHI,Descriptors__BCUT2D_LOGPLOW,Descriptors__BCUT2D_MRLOW,Descriptors__AvgIpc,Descriptors__BalabanJ,Descriptors__BertzCT,Descriptors__Chi4v,Descriptors__Ipc,Descriptors__Kappa2,Descriptors__PEOE_VSA6,Descriptors__PEOE_VSA7,Descriptors__PEOE_VSA9,Descriptors__SMR_VSA10,Descriptors__SMR_VSA2,Descriptors__SMR_VSA6,Descriptors__SMR_VSA7,Descriptors__SlogP_VSA1,Descriptors__SlogP_VSA12,Descriptors__SlogP_VSA3,Descriptors__SlogP_VSA6,Descriptors__EState_VSA10,Descriptors__EState_VSA8,Descriptors__VSA_EState10,Descriptors__VSA_EState5,Descriptors__VSA_EState6,Descriptors__VSA_EState8,Descriptors__FractionCSP3,Descriptors__NHOHCount,Descriptors__fr_Al_COO,Descriptors__fr_C_O_noCOO,Descriptors3D__Eccentricity,Descriptors3D__InertialShapeFactor,Descriptors3D__NPR2,Descriptors3D__PMI1,Descriptors3D__PMI2,Descriptors3D__SpherocityIndex
(NMe2)3P,7.40724537,0.646018519,-4.154320988,0.572192876,46.8,0.11811927,-0.263521149,31.15013292,-2.254414654,0.489928808,2.13248906,7.297741445,400.3021753,0.804984472,88438.58628,4.242634534,0.0,41.8549614,0.0,8.373766405,0.0,41.8549614,0.0,0.0,8.373766405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.66396605,1.0,0,0,0,0.75984105,0.001552731,0.67932238,437.5015768,457.1612746,0.484697604
(TMS)3Si,9.620949074,4.808063272,-8.203125,0.671249656,56.61538462,0.029964574,-0.072096714,29.90563317,-2.700112473,1.77055735,2.395174442,10.49233109,705.7147654,22.78125,12498748.37,3.789802429,58.27649644,0.0,0.0,30.05593015,1.23482524,0.0,0.0,0.0,0.0,0.0,0.0,1.23482524,0.0,0.0,0.0,0.0,-43.27256944,1.0,0,0,0,0.777747556,0.000531131,0.632498194,1190.852107,1198.281353,0.481798732
ABI,9.035028345,0.932865646,-3.596053005,0.585589288,31.5,0.161519304,-0.195562372,15.17590612,-2.169775305,0.540881982,2.275997052,6.709376474,497.1204682,0.19472136,30298.07276,3.317607749,0.0,27.40756847,12.13844263,0.0,10.52378311,0.0,0.0,0.0,0.0,0.0,10.22850025,0.0,10.22850025,0.0,0.0,1.865731293,-14.38421202,0.75,0,0,0,0.965207405,0.003705717,0.979564849,264.3388241,990.2538504,0.454155664
ACN,7.590277778,1.104166667,-2.402777778,0.38698058,21.66666667,0.058714824,-0.198658426,14.19977254,-1.100101722,1.489653195,1.351644115,3.552734355,75.77443751,0.0,12.16479704,1.49,0.0,0.0,6.069221313,0.0,5.261891555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104166667,-2.402777778,0.5,0,0,0,0.998307327,0.311360885,0.999949786,3.211545941,55.21723502,0.427155013
AMIP,7.125,0.610208333,-3.302083333,0.433755293,53.4,0.21049732,-0.392103242,16.26551838,-2.139461171,0.203211311,1.996382438,5.251523331,200.7239726,0.0,487.1173148,2.175102041,0.0,6.851892117,7.450776583,0.0,1.431199657,6.496859684,0.0,5.719716976,0.0,0.0,0.0,0.0,5.108808191,0.0,0.0,0.0,-6.529166667,1.0,3,0,0,0.945418377,0.013004926,0.774347606,59.5426404,141.4927935,0.377347887
AMNP,7.052083333,0.607291667,-3.328125,0.456859378,43.8,0.210037642,-0.396326245,16.2499778,-1.993326839,0.290828956,2.029485343,5.135290713,202.2337476,0.022821773,509.4008212,3.92,0.0,12.86978459,2.741517112,0.0,1.431199657,13.05584493,0.0,5.719716976,0.0,0.0,0.0,0.0,5.108808191,0.0,0.0,0.0,-6.491666667,1.0,3,0,0,0.995515419,0.037130632,0.945674033,25.46883737,254.6021691,0.244773608
BA,7.418449074,0.611545729,-2.742592593,0.572343612,25.0,0.210528197,-0.391680468,16.2502435,-1.772683675,0.281609266,2.233492345,3.645794911,399.880382,0.301031036,2345.166962,2.478228729,30.21209354,5.563451492,16.15429514,0.0,1.431199657,0.0,35.77554503,0.0,0.0,6.558985243,30.21209354,0.0,5.108808191,0.0,0.0,-3.333443878,-2.742592593,0.142857143,1,0,0,0.970110431,0.007551155,0.796014302,105.4162361,345.7986259,0.135965036
BBA,7.439236111,3.114583333,-4.528541667,0.350838002,57.33333333,0.290288224,-0.539610785,14.82854357,-2.919104104,-0.583685296,1.893369964,6.831670016,317.2919931,0.0,3241.449378,1.649542775,0.0,20.55567635,0.0,7.871423268,4.007138173,0.0,0.0,5.213851113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.69895833,1.0,2,0,0,0.817385035,0.008399893,0.999549661,118.9955294,206.463538,0.736737371
BEA,11.84897055,2.600713129,-5.445322721,0.228667717,50.5,0.302839557,-0.48123039,16.36513753,-1.929486406,-0.136654093,3.115204088,8.074232946,1856.820339,0.613531036,1641880000000.0,20.51450378,121.5645403,6.372924901,0.0,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-2.600713129,0.0,-4.213721171,0.954545455,1,1,0,0.99997564,0.005422984,0.995568885,183.5832232,26184.8773,0.019934556
BLAM,7.192708333,0.683958333,-3.546875,0.512414872,52.6,0.118379133,-0.330473681,14.50764735,-1.951294731,0.807009501,2.003681941,5.529367319,251.2004023,0.02795085,939.7268305,3.96,13.22481702,12.86978459,0.0,0.0,0.0,6.496859684,0.0,5.719716976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.800833333,1.0,2,0,0,0.994695578,0.033717444,0.948056637,28.11768987,259.1531908,0.241312523
BMIM-Tf2N,11.43842593,0.019689153,-6.721527778,0.55146407,26.6,0.518577958,-0.756650956,32.27491435,-2.276944214,-0.670569932,2.866244001,8.68e-07,1340.671594,2.310083479,21005016.93,8.353431956,13.22481702,6.372924901,20.32647937,20.03317706,0.0,0.0,18.64916214,4.567099648,0.0,33.50586365,22.41716769,43.52193564,0.0,0.0,0.0,0.0,-10.40515767,0.7,0,0,0,0.950929716,0.000547277,0.860698015,1572.69296,4374.864904,0.23831069
BPCA,11.51884983,0.505749244,-1.39850823,0.804746851,18.93333333,0.335178964,-0.477639247,16.36553773,-1.942920007,0.069668127,2.588666047,2.996728896,850.6485607,0.914562073,223143.0132,3.964406732,42.29693095,23.2117404,17.9002785,5.969305288,1.431199657,0.0,59.94521986,0.0,0.0,0.0,54.38176837,4.794537184,5.108808191,0.0,-1.39850823,-6.654036777,0.0,0.0,1,0,0,0.995027845,0.004108869,0.900616791,219.1885015,1982.033474,0.000353421
BuMgCl,7.294236111,2.059467593,-3.272430556,0.0,52.0,0.0,0.0,0.0,0.0,0.0,2.011967158,5.379464013,2242.923375,0.433251419,657.9132607,6.056233766,0.0,0.0,0.0,19.26376974,0.0,0.0,4.502187346,9.071670114,0.0,0.0,0.0,0.0,0.0,-2.059467593,0.0,0.0,-3.23183642,1.0,0,0,0,0.987727821,0.007396053,0.871896438,117.8867173,658.0978504,0.262788725
CFA,11.28705247,2.070216049,-4.067708333,0.535788332,12.71428571,0.417294885,-0.475794495,35.49589462,-2.191122678,-0.153363699,1.620335266,3.823378455,100.7016577,0.0,35.64737585,1.614379875,0.0,11.60093989,0.0,17.57024518,1.431199657,0.0,0.0,0.0,11.60093989,4.794537184,0.0,13.57536728,16.70974808,4.05587963,-2.070216049,0.0,0.0,0.5,1,1,0,0.792215798,0.005197676,0.940127584,180.8746056,278.6525227,0.433363996
CH2Cl2,6.135030864,2.055555556,-2.055555556,0.389962107,20.66666667,0.09670639,-0.10913233,35.53900508,-1.23967531,2.204917085,0.721928095,3.023715784,23.11941548,0.0,3.609640474,2.58,0.0,0.0,8.032805658,23.20187978,0.0,5.291288545,0.0,0.0,23.20187978,0.0,0.0,0.0,23.20187978,9.257716049,0.0,0.0,0.0,1.0,0,0,0,0.995807936,0.05909361,0.927793578,15.70040434,159.253452,0.568756341
CITA,11.52635488,2.220550359,-4.015856481,0.427421351,20.92307692,0.336419491,-0.481138775,16.4174902,-2.42209814,-0.169897741,2.447648787,6.466174563,408.831654,0.420769551,17601.04242,3.853986625,0.0,0.0,12.7458498,17.90791586,5.724798629,0.0,0.0,0.0,0.0,14.38361155,0.0,14.38361155,20.43523276,0.0,-6.743600718,0.0,0.0,0.5,4,3,0,0.857973555,0.001369114,0.730001664,533.1926836,757.7111179,0.429509474
CTAB,8.470247501,1.830497457,-5.656906754,0.0,70.85714286,0.0,0.0,0.0,0.0,0.0,2.998801423,8.30465569,1653.188278,0.596592157,140173000000.0,11.93546102,0.0,0.0,0.0,16.14720974,0.0,27.42434039,0.0,0.0,16.14720974,0.0,0.0,0.0,0.0,1.830497457,0.0,0.0,-24.26140191,1.0,0,0,0,0.998830786,0.001124878,0.964109846,857.0796954,17092.77734,0.045801657
CTAC,8.385178057,4.198198442,-5.997184532,0.0,70.85714286,0.0,0.0,0.0,0.0,0.0,2.998801423,8.30465569,1653.188278,0.550189968,140173000000.0,11.76965494,0.0,0.0,0.0,11.77666823,0.0,27.42434039,0.0,0.0,11.77666823,0.0,0.0,0.0,0.0,5.852037493,0.0,0.0,-24.87054114,1.0,0,0,0,0.999455168,0.001867802,0.980276911,524.8292229,15587.61267,0.044776273
CYPHOS104,14.26672052,4.425454616,-10.13439734,0.046162352,55.96153846,0.176931593,-0.18528542,31.21008486,-2.193351664,0.274309349,0.629200203,0.0,4500.829531,3.854446483,1.73e+56,33.87699004,209.6812034,85.31149894,0.0,14.97882797,0.0,36.68407984,0.0,0.0,14.97882797,9.786823206,0.0,23.49440877,0.0,0.0,-11.65404069,0.0,-58.8439075,1.0,0,0,0,0.95148564,9.26e-05,0.871101832,9404.948552,26626.09755,0.273945374
DA,11.44775834,2.347396652,-4.58343313,0.57068315,45.0,0.302839557,-0.48123039,16.36512248,-1.928646926,-0.136651331,2.579145506,6.955231588,716.3823373,0.238531036,806831.5095,8.565510984,45.08944153,6.372924901,0.0,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-2.347396652,0.0,-3.90708202,0.9,1,1,0,0.999536758,0.010369611,0.979222571,94.4319475,3038.306844,0.074659619
DBA,8.158160903,0.414856387,-3.34735745,0.794189112,26.6,0.122872042,-0.308620914,14.8434689,-2.117349581,0.693271675,2.664604753,2.790008926,891.4645991,0.751557647,1446347.46,5.322711058,60.42418708,11.12690298,13.70758556,0.0,0.0,0.0,71.55109006,5.309813353,0.0,12.99371937,60.42418708,0.0,0.0,0.0,0.0,-9.206994602,-6.6947149,0.142857143,1,0,0,0.985861005,0.002835711,0.982123421,346.3411142,2029.955033,0.289493551
DCE,6.508487654,2.491512346,-2.491512346,0.436304237,29.5,0.044767114,-0.125423431,35.49855802,-1.633333202,1.522488761,1.253297578,4.020391543,67.01955001,0.0,21.30605883,3.58,0.0,0.0,0.0,23.20187978,0.0,11.66421345,0.0,0.0,23.20187978,0.0,0.0,0.0,0.0,9.671296296,-4.983024691,0.0,0.0,1.0,0,0,0,0.981803578,0.017139723,0.87196839,50.87412459,233.6008344,0.592035507
DDL,7.983009141,3.423870468,-4.83224915,0.512982181,53.23076923,0.210036535,-0.396376569,16.24992748,-1.838100565,0.281989912,2.70675935,7.310896085,891.1043144,0.275515518,12532195.64,11.96,64.20821623,6.372924901,2.741517112,0.0,1.431199657,6.558985243,0.0,0.0,0.0,0.0,0.0,0.0,5.108808191,0.0,0.0,0.0,-8.034709251,1.0,1,0,0,0.999855057,0.013053768,0.99157823,75.96107148,4424.05284,0.058517949
DDOACl,9.062713842,4.371592891,-7.426158743,0.0,71.4,0.0,0.0,0.0,0.0,0.0,0.622799422,9.33080016,3467.545534,1.253330786,6.620000000000001e+38,29.32756392,0.0,0.0,0.0,11.77666823,0.0,26.94537317,0.0,0.0,11.77666823,0.0,0.0,0.0,0.0,6.274346389,0.0,0.0,-34.4646722,1.0,0,0,0,0.999468412,0.000341393,0.984650603,2884.217762,87109.44896,0.025992026
DEA,7.885671769,0.992169018,-4.649319728,0.538290975,54.45454545,0.118379135,-0.330473504,14.50903834,-1.968915056,0.578052763,2.584361306,7.078947236,741.340026,0.21545085,1573258.373,9.96,51.46236643,12.86978459,0.0,0.0,0.0,6.496859684,0.0,5.719716976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.918089659,1.0,2,0,0,0.999714753,0.015281948,0.988201399,64.66462105,2675.578951,0.074524075
DEG,7.040625,3.334863946,-3.468125,0.451248345,38.28571429,0.21015563,-0.393980325,16.49204816,-2.025674525,0.064974512,2.151111995,5.07235814,238.276625,0.067182185,1830.596307,5.88,0.0,0.0,37.20200942,0.0,2.862399314,26.23594097,0.0,0.0,0.0,4.736862954,0.0,0.0,14.95447934,0.0,0.0,0.0,-13.60597789,1.0,2,0,0,0.998785034,0.029471774,0.973900974,33.04521077,653.0676435,0.190549013
DHPA,11.66910754,0.719744662,-3.560093656,0.512506925,26.21428571,0.320315522,-0.504259893,16.36772572,-2.316547082,-0.137999537,2.550237806,3.906874297,684.2508681,0.609510327,145715.4878,3.972117202,6.042418708,24.02121381,5.483034225,5.969305288,4.293598972,0.0,23.69070761,5.719716976,0.0,11.16746209,18.12725612,4.794537184,15.32642457,0.0,-3.794658079,-6.764687854,0.0,0.222222222,5,1,0,0.986914184,0.003119423,0.924489287,296.3654741,1699.180587,0.221273004
DIEA,7.071875,0.666666667,-3.397916667,0.504854052,52.6,0.12216665,-0.317281591,14.82256119,-2.093723642,0.762424952,1.979394507,5.303660742,221.6906273,0.02795085,874.892372,3.96,13.70378423,12.99371937,0.0,0.0,0.0,12.99371937,0.0,5.309813353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.44791667,1.0,1,0,0,0.993793619,0.032965677,0.942550008,28.59185981,242.2632304,0.229322686
DIP,7.883564815,3.926472742,-4.198487654,0.534744751,54.11111111,0.058026355,-0.121583646,31.07919648,-1.937876796,0.724543267,2.385287221,6.930716742,480.4435999,0.419262746,114188.4698,5.233374533,27.40756847,24.01594198,1.278554563,8.525789628,1.278554563,12.22802661,0.0,0.0,8.525789628,0.0,0.0,0.0,0.0,0.0,-8.198022697,0.0,-15.70589097,1.0,0,0,0,0.991479821,0.00611522,0.919200396,150.3135343,1060.708317,0.134481558
DMF,10.30986111,0.430555556,-3.093171296,0.39026824,32.4,0.208684718,-0.351386795,16.14126441,-2.056200147,-0.11544113,1.494270154,4.823198861,166.0709598,0.0,131.4957736,1.758184438,0.0,0.0,0.0,6.386146945,0.0,13.9516538,0.0,0.0,0.0,4.794537184,0.0,4.794537184,0.0,0.0,0.0,0.0,-6.186342593,0.666666667,0,0,1,0.943498763,0.012354816,0.706042881,57.14717902,121.7600343,0.229161417
DMSO,10.47222222,2.75462963,-2.897569444,0.398185077,37.25,0.037010837,-0.260157963,32.19696041,-1.701197897,0.690011823,1.589495197,4.39899054,126.807256,0.0,63.57980789,1.467460317,0.0,0.0,0.0,10.79956904,0.0,12.3678482,0.0,0.0,0.0,10.79956904,0.0,4.208898492,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.797802311,0.00809624,0.606656672,74.93067167,75.39517309,0.311979386
DOA,8.11212009,1.597561177,-5.001583929,0.407053421,55.0,0.122189848,-0.316732594,14.83835583,-2.160085819,0.54334296,2.891753177,7.564594633,1192.491021,0.389754249,2151196362.0,15.96,77.43303325,25.73956917,0.0,0.0,0.0,12.99371937,0.0,5.309813353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.11830569,1.0,1,0,0,0.999944,0.009892532,0.994932866,100.5741357,9455.36551,0.033518293
DODA,8.006446641,1.043110808,-4.860230655,0.513733695,54.69230769,0.118379135,-0.330473504,14.50905421,-1.969109609,0.557912978,2.705571593,7.351706487,920.2886398,0.27795085,17966521.32,11.96,64.20821623,12.86978459,0.0,0.0,0.0,6.496859684,0.0,5.719716976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.086632831,1.0,2,0,0,0.999848948,0.012877311,0.991509315,76.99660913,4392.453034,0.055715413
DOPA,14.11825542,3.552357127,-7.475834856,0.315531236,51.05263158,0.218689495,-0.344253803,31.17750809,-1.955123423,0.469255796,2.932261037,7.968133444,1324.893405,0.943124025,5199846681.0,13.18596184,77.43303325,12.7458498,0.0,7.36882753,1.431199657,12.22802661,0.0,0.0,7.36882753,4.565048285,0.0,4.565048285,4.895692399,0.0,0.0,0.0,-8.322555094,1.0,1,0,0,0.905315362,0.000255205,0.61381313,2405.178084,3475.843522,0.110737806
DOPO,13.82658876,4.145285812,-7.384785473,0.26943558,53.22222222,0.100045592,-0.326834498,31.11210764,-1.86818908,0.574234191,2.894834018,7.798209504,1303.354465,0.806193385,2979988256.0,15.28803831,77.43303325,24.97387641,7.74609427,7.74609427,1.278554563,12.22802661,0.0,0.0,7.74609427,4.565048285,0.0,4.565048285,0.0,0.0,0.0,0.0,-8.290571623,1.0,0,0,0,0.902824745,0.000257106,0.592181332,2303.255205,3171.900343,0.101135546
DPP,8.274074074,0.366175359,-2.49037037,0.631227461,22.07692308,0.06773114,-0.062223145,31.07929907,-2.007598397,1.760645324,2.546064535,2.835470138,720.3635866,1.38123059,132395.3558,4.204457781,68.9499767,10.60907979,14.98614012,19.13486942,1.278554563,0.0,60.42418708,10.60907979,8.525789628,0.0,60.42418708,0.0,0.0,0.0,0.0,-6.143908625,0.0,0.0,0,0,0,0.974504164,0.002869038,0.907695503,316.3762686,1279.91294,0.307172616
DT,8.009050808,0.706108727,-4.801084774,0.380290869,53.23076923,0.102211365,-0.179363901,32.11686628,-1.814507198,0.562928971,2.70675935,7.310896085,891.1043144,0.326546554,12532195.64,12.35,64.20821623,12.07788179,0.0,12.53269604,1.123799173,5.704956885,0.0,0.0,12.53269604,0.0,0.0,0.0,0.0,-0.706108727,0.0,0.0,-3.991787816,1.0,0,0,0,0.999867211,0.011120167,0.991674399,89.17801326,5426.812596,0.061183218
EAC,10.65215278,1.876273148,-3.293171296,0.437850878,34.0,0.302112778,-0.46617189,16.53089092,-1.948517209,-0.139887661,1.8028081,4.623366599,224.4762284,0.046348851,369.5756604,2.693713647,0.0,6.851892117,9.300502355,5.969305288,0.0,6.558985243,0.0,0.0,0.0,9.531400138,0.0,4.794537184,4.736862954,0.0,-1.876273148,0.0,-9.675601852,0.75,0,0,1,0.979153691,0.013809046,0.829228247,60.04963876,245.1490071,0.18006516
EG,6.614583333,2.921875,-2.921875,0.407527891,36.0,0.210155419,-0.393990542,16.30425825,-1.84530091,0.185938562,1.876530098,4.281756762,98.31544376,0.0,99.45609517,2.92,0.0,0.0,18.60100471,0.0,2.862399314,13.11797049,0.0,0.0,0.0,0.0,0.0,0.0,10.21761638,0.0,0.0,0.0,-5.84375,1.0,2,0,0,0.992451311,0.054912355,0.9337222,17.00386382,129.4600249,0.366069026
EHA,11.8400907,2.477924225,-4.408796296,0.642371975,47.6,0.305976472,-0.481026589,16.36644859,-2.113850936,-0.141613498,2.414930847,6.960485189,543.4334474,0.227062073,67103.68344,5.270170382,26.44963404,12.7458498,5.893957685,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-6.843896447,0.0,-7.748618079,0.875,1,1,0,0.966963744,0.003647678,0.876419286,240.2677342,826.0641839,0.21535684
ELA,6.78125,0.484583333,-2.989583333,0.405578416,40.75,0.210102968,-0.395062739,16.25070839,-2.015888677,0.306130165,1.870208203,4.527512324,134.4022634,0.0,142.1358234,2.92,0.0,0.0,9.300502355,0.0,1.431199657,13.05584493,0.0,5.719716976,0.0,0.0,0.0,0.0,5.108808191,0.0,0.0,0.0,-5.953125,1.0,3,0,0,0.991849429,0.052250862,0.938035697,17.95254012,132.166992,0.385205415
EMIMES,12.16446535,0.414063091,-6.031912675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.643854123,3.825508885,924.7357427,1.079618366,721706.0791,4.96083648,0.0,0.0,0.0,16.71358758,0.0,20.03167183,12.35201306,0.0,0.0,18.86589708,16.67396804,8.417796984,8.466896495,0.0,0.0,0.0,-18.96739552,0.625,0,0,0,0.955887798,0.001400134,0.811262116,579.4173816,1600.299907,0.176650818
EOT,7.435948129,0.45406744,-3.960242819,0.437601668,40.72727273,0.102297211,-0.382297726,32.11686636,-2.085905675,0.028631425,2.318707134,5.663326563,514.6335156,0.19686437,85548.69971,10.23,0.0,0.0,50.61478744,12.53269604,1.123799173,45.53783556,0.0,0.0,12.53269604,14.21058886,0.0,0.0,14.21058886,-0.45406744,0.0,0.0,-19.1751352,1.0,0,0,0,0.996030347,0.00561373,0.974867957,173.6577936,1901.867497,0.163684806
FA,9.361111111,0.305555556,-1.324074074,0.352325513,16.66666667,0.204030793,-0.37226357,16.1359714,-1.822031156,-0.106454839,1.360964047,3.257586161,61.81353753,0.0,13.60964047,1.47,0.0,0.0,0.0,6.386146945,0.0,0.0,0.0,5.719716976,0.0,4.794537184,0.0,4.794537184,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0.990982595,0.124155024,0.86601037,6.975234212,45.08243618,2.94e-06
GBL,10.64986111,1.502314815,-2.947337963,0.396777661,61.0,0.305409841,-0.465656557,16.53773672,-1.881207036,-0.137453298,1.919463165,3.188780379,233.7025845,0.173926442,257.2080642,1.285754081,0.0,6.372924901,9.300502355,5.969305288,0.0,6.558985243,0.0,0.0,0.0,9.531400138,0.0,4.794537184,4.736862954,0.0,-1.502314815,0.0,-2.89525463,0.75,0,0,1,0.936952381,0.01022343,0.714549735,69.89334961,142.9139095,0.400220817
GLU,11.23916202,2.270269747,-4.159166667,0.281637811,46.66666667,0.21121127,-0.393579133,16.38943105,-2.458291756,-0.135936438,2.570878688,6.789271553,467.3192644,0.298926442,62428.64718,5.175013037,0.0,0.0,14.78353658,6.262212162,7.155998286,6.558985243,0.0,0.0,0.0,4.794537184,0.0,4.794537184,25.54404096,0.0,0.0,0.0,-3.823023904,0.833333333,5,0,1,0.982557543,0.00357043,0.871878352,244.1942193,1144.918406,0.20810466
H2O,5.375,2.75,2.75,0.327747677,20.0,0.205754761,-0.411509522,15.999,-0.2893,0.8238,0.918295834,1.632993162,2.754887502,0.0,2.754887502,-27.04,0.0,0.0,0.0,0.0,2.862399314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.480753428,0.0,0.0,0.0,0.0,0.0,2,0,0,0.935196099,1.005500974,0.645869719,0.642336244,1.171505381,9.55e-18
HA,11.04904904,2.103965892,-3.91375,0.566873204,39.5,0.302839555,-0.48123039,16.36511716,-1.921055214,-0.136644141,2.248119608,6.002059007,381.8990109,0.113531036,5910.30645,4.624559505,19.59774192,6.372924901,0.0,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-2.103965892,0.0,-3.606349797,0.833333333,1,1,0,0.996585284,0.013538937,0.936321836,69.1577064,784.2319377,0.145276798
HAc,9.861111111,1.502314815,-2.789930556,0.429882883,23.0,0.299684553,-0.481433475,16.36392907,-1.777043743,-0.133928992,1.620335266,3.823378455,94.70165767,0.0,35.64737585,0.8748583,0.0,0.0,0.0,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-1.502314815,0.0,-2.789930556,0.5,1,1,0,0.881811945,0.012399607,0.561190744,45.25875327,53.85650702,0.231697568
HDA,8.178257984,1.113763168,-5.168275227,0.403349272,55.0,0.118379135,-0.330473504,14.50908025,-1.969173394,0.536174142,2.899716124,7.742021732,1294.000796,0.40295085,2291272486.0,15.96,89.69991583,12.86978459,0.0,0.0,0.0,6.496859684,0.0,5.719716976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.314153532,1.0,2,0,0,0.99994659,0.009827663,0.994975239,101.2423082,9746.601402,0.034697702
HDA-HCl,8.178257984,1.113763168,-5.168275227,0.396155704,52.33333333,0.146589067,-0.330473504,35.45300079,-1.96917342,0.536174141,2.953213409,0.0,1301.749461,0.40295085,4667089010.0,19.58646869,89.69991583,12.86978459,0.0,12.32298083,1.172698156,6.496859684,0.0,5.719716976,12.32298083,0.0,0.0,0.0,12.32298083,3.888888889,0.0,0.0,-8.314153532,1.0,2,0,0,0.999745152,0.003269174,0.986408426,301.7302064,13184.01109,0.039871472
HDA-HI,8.224964952,0.935108959,-5.18179247,0.289131181,53.5,2.135463352,-0.601339258,126.9040002,-2.495099912,-0.368020251,2.941735806,7.793207115,1364.555959,0.40295085,5352744937.0,20.01679858,83.32699093,12.7458498,2.741517112,23.77848602,0.57899437,6.496859684,0.0,5.712741725,23.77848602,0.0,0.0,0.0,0.0,0.935108959,0.0,0.0,-8.386955314,1.0,3,0,0,0.999595043,0.001755333,0.977843681,557.0701155,19142.73145,0.040017865
HDAC,12.87466038,3.093630157,-5.34373819,0.447381684,51.33333333,0.305987143,-0.481026462,16.36646963,-2.1313035,-0.141840218,2.886693121,8.125519097,1265.556351,0.508312073,1135418159.0,12.91482176,77.43303325,12.7458498,5.893957685,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-8.433577837,0.0,-8.312501011,0.9375,1,1,0,0.938213084,0.000398186,0.681058834,1710.40211,3366.152853,0.091183758
HDD,8.181776502,3.454006055,-5.172152542,0.452452018,54.22222222,0.210564377,-0.393688633,16.31594108,-2.104517352,0.085974342,2.937643098,7.772219075,1288.422483,0.426031036,2785847215.0,14.97910165,83.32699093,6.372924901,16.75127894,0.0,2.862399314,6.558985243,0.0,0.0,0.0,0.0,0.0,0.0,10.21761638,0.0,0.0,0.0,-8.340927839,1.0,2,0,0,0.999807546,0.004810292,0.990033328,205.8156358,10386.52343,0.043507778
HDT,8.17992465,0.784209749,-5.129637333,0.270438393,53.88235294,0.102211365,-0.179363901,32.11686653,-1.829584366,0.538412495,2.900481888,7.715295444,1263.193272,0.451546554,1597952877.0,16.35,89.69991583,12.07788179,0.0,12.53269604,1.123799173,5.704956885,0.0,0.0,12.53269604,0.0,0.0,0.0,0.0,-0.784209749,0.0,0.0,-4.109643086,1.0,0,0,0,0.999959106,0.009446556,0.995547697,105.3873715,11601.45535,0.037458889
HEOH,7.449583333,3.420839711,-3.969791667,0.533927882,50.85714286,0.210036535,-0.396376569,16.24992271,-1.799807271,0.282705156,2.257924097,6.137022423,379.415696,0.088015518,8054.015255,5.96,25.97066682,6.372924901,2.741517112,0.0,1.431199657,6.558985243,0.0,0.0,0.0,0.0,0.0,0.0,5.108808191,0.0,0.0,0.0,-7.274665179,1.0,1,0,0,0.998518198,0.024678999,0.971839968,39.37922883,703.2550484,0.164426095
HLAM,7.509583333,0.827559524,-4.026041667,0.533774088,53.57142857,0.118379135,-0.330473504,14.50888215,-1.965071491,0.674314755,2.253819207,6.235713617,404.7459597,0.09045085,11530.53906,5.96,25.97066682,12.86978459,0.0,0.0,0.0,6.496859684,0.0,5.719716976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.34431335,1.0,2,0,0,0.998436762,0.024104494,0.972070748,40.32736538,701.3582888,0.152972679
HMDS,8.113040123,0.972222222,-6.486728395,0.612626234,54.11111111,0.109241849,-0.359743793,28.40928567,-2.549719437,1.304581403,2.140502205,7.830430023,431.8360749,2.264018827,84387.15893,2.557895933,38.85099763,0.0,0.0,16.47092175,0.0,0.0,0.0,4.640955673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.30208333,1.0,1,0,0,0.914130422,0.003150514,0.99747397,316.6067344,778.9620364,0.643635566
